state,cause,year,fires,acres,median_size
MT,Children,2003,93,484.94999999999976,0.1
MT,Children,2004,52,63.11000000000005,0.1
MT,Children,2005,181,420.46000000000174,0.1
MT,Children,2006,125,4309.870000000001,0.2
MT,Children,2007,72,1260.9099999999996,0.3
MT,Children,2008,59,822.4300000000001,0.1
MT,Children,2009,28,11.599999999999996,0.1
MT,Children,2010,25,24.309999999999995,0.1
MT,Children,2011,12,6.799999999999999,0.1
MT,Children,2012,92,226.71999999999994,0.3
MT,Children,2013,22,28.400000000000002,0.275
MT,Children,2014,29,261.3500000000001,0.1
MT,Children,2015,28,12.709999999999999,0.1
MT,Debris Burning,1992,223,4578.6,1.0
MT,Debris Burning,1993,114,1405.7999999999997,0.5
MT,Debris Burning,1994,201,3665.599999999996,1.0
MT,Debris Burning,1995,136,5108.999999999998,0.6499999999999999
MT,Debris Burning,1996,120,1418.2,1.5
MT,Debris Burning,1997,71,306.1,1.0
MT,Debris Burning,1998,133,5543.600000000006,1.0
MT,Debris Burning,1999,169,4000.199999999998,1.0
MT,Debris Burning,2000,177,5950.350000000006,1.0
MT,Debris Burning,2001,178,3827.109999999998,0.5
MT,Debris Burning,2002,147,3504.1500000000033,0.6
MT,Debris Burning,2003,175,2353.170000000003,0.3
MT,Debris Burning,2004,173,977.4500000000005,0.5
MT,Debris Burning,2005,149,2344.129999999999,0.5
MT,Debris Burning,2006,143,3521.919999999995,0.25
MT,Debris Burning,2007,142,2710.87,0.25
MT,Debris Burning,2008,193,12852.510000000011,0.5
MT,Debris Burning,2009,118,817.4600000000005,0.35
MT,Debris Burning,2010,150,1504.0400000000002,0.3
MT,Debris Burning,2011,62,358.25,0.1
MT,Debris Burning,2012,104,17630.45999999999,0.5
MT,Debris Burning,2013,100,1818.1699999999983,0.5
MT,Debris Burning,2014,113,802.0000000000002,1.0
MT,Debris Burning,2015,134,9549.990000000009,0.4
MT,Equipment Use,1992,30,295.4,0.5
MT,Equipment Use,1993,17,128.7,0.1
MT,Equipment Use,1994,50,8236.5,2.75
MT,Equipment Use,1995,30,991.8000000000001,1.25
MT,Equipment Use,1996,77,28548.699999999993,3.0
MT,Equipment Use,1997,38,534.8,0.5
MT,Equipment Use,1998,39,1271.9999999999995,0.3
MT,Equipment Use,1999,42,6890.999999999998,1.0
MT,Equipment Use,2000,61,83490.92000000003,0.7
MT,Equipment Use,2001,60,968.4000000000002,0.85
MT,Equipment Use,2002,29,1884.7099999999998,0.5
MT,Equipment Use,2003,93,14439.050000000008,0.69
MT,Equipment Use,2004,44,1300.1499999999996,0.525
MT,Equipment Use,2005,67,8234.9,1.1
MT,Equipment Use,2006,87,39296.32,1.0
MT,Equipment Use,2007,102,14095.330000000005,0.5
MT,Equipment Use,2008,81,8750.57,1.0
MT,Equipment Use,2009,50,15435.300000000001,0.4
MT,Equipment Use,2010,48,1507.38,1.0
MT,Equipment Use,2011,53,416.94000000000017,0.3
MT,Equipment Use,2012,92,31433.199999999993,1.0
MT,Equipment Use,2013,67,3817.239999999998,0.25
MT,Equipment Use,2014,70,2239.7,1.75
MT,Equipment Use,2015,106,10898.850000000002,0.3
MT,Fireworks,1992,43,59.800000000000004,0.5
MT,Fireworks,1993,26,27.700000000000003,0.1
MT,Fireworks,1994,65,36.200000000000024,0.4
MT,Fireworks,1995,9,6.799999999999999,0.4
MT,Fireworks,1996,57,132.4,0.5
MT,Fireworks,1997,20,9.2,0.3
MT,Fireworks,1998,25,102.60000000000001,1.0
MT,Fireworks,1999,35,20.000000000000018,0.1
MT,Fireworks,2000,60,40.4,0.2
MT,Fireworks,2001,63,50.40000000000001,0.5
MT,Fireworks,2002,69,43.70000000000003,0.1
MT,Fireworks,2003,126,803.2000000000021,0.1
MT,Fireworks,2004,51,12.79999999999999,0.1
MT,Fireworks,2005,53,32.80000000000001,0.1
MT,Fireworks,2006,227,143.79999999999956,0.1
MT,Fireworks,2007,124,695.2000000000002,0.1
MT,Fireworks,2008,66,91.20000000000002,0.1
MT,Fireworks,2009,90,149.95,0.1
MT,Fireworks,2010,30,24.399999999999995,0.1
MT,Fireworks,2011,46,7.6999999999999975,0.1
MT,Fireworks,2012,93,15384.610000000006,0.1
MT,Fireworks,2013,45,19.170000000000012,0.1
MT,Fireworks,2014,61,10.369999999999994,0.1
MT,Fireworks,2015,134,196.22999999999985,0.1
MT,Lightning,1992,516,18258.400000000056,0.1
MT,Lightning,1993,157,1399.9999999999998,0.1
MT,Lightning,1994,1496,159874.30000000188,0.2
MT,Lightning,1995,345,6972.500000000006,0.1
MT,Lightning,1996,810,75876.09999999999,0.3
MT,Lightning,1997,343,3360.9999999999973,0.1
MT,Lightning,1998,895,72435.80000000002,0.2
MT,Lightning,1999,755,63483.29999999998,0.1
MT,Lightning,2000,1479,647936.7599999922,0.3
MT,Lightning,2001,645,149310.95000000083,0.2
MT,Lightning,2002,789,103636.87000000053,0.2
MT,Lightning,2003,1358,655249.5101899946,0.2
MT,Lightning,2004,698,16237.940000000086,0.1
MT,Lightning,2005,518,73778.6300000001,0.25
MT,Lightning,2006,1054,766350.8399999953,0.25
MT,Lightning,2007,981,585593.6499999973,0.2
MT,Lightning,2008,421,125796.4500000001,0.25
MT,Lightning,2009,706,27391.949999999815,0.1
MT,Lightning,2010,379,35921.74000000002,0.2
MT,Lightning,2011,566,126124.03000000038,0.2
MT,Lightning,2012,793,825681.1099999989,0.3
MT,Lightning,2013,665,58837.0999999998,0.2
MT,Lightning,2014,493,16077.780000000037,0.17
MT,Lightning,2015,773,294198.24000000005,0.25
MT,Miscellaneous,1992,91,1185.8999999999994,0.1
MT,Miscellaneous,1993,29,100.1,0.1
MT,Miscellaneous,1994,134,6656.000000000013,0.3
MT,Miscellaneous,1995,58,1016.2000000000005,0.2
MT,Miscellaneous,1996,105,11115.4,0.5
MT,Miscellaneous,1997,75,2524.2999999999997,0.5
MT,Miscellaneous,1998,120,1659.100000000001,0.5
MT,Miscellaneous,1999,196,4085.3999999999965,0.45
MT,Miscellaneous,2000,238,21910.899999999932,0.2
MT,Miscellaneous,2001,222,4342.410000000008,0.2
MT,Miscellaneous,2002,192,11767.28000000002,0.1
MT,Miscellaneous,2003,280,69550.83000000038,0.1
MT,Miscellaneous,2004,200,708.0800000000008,0.1
MT,Miscellaneous,2005,168,23505.659999999938,0.2
MT,Miscellaneous,2006,304,40086.44,0.1
MT,Miscellaneous,2007,258,19938.66000000003,0.19
MT,Miscellaneous,2008,218,12860.240000000034,0.1
MT,Miscellaneous,2009,275,8030.3300000000045,1.0
MT,Miscellaneous,2010,180,14574.850000000017,0.2
MT,Miscellaneous,2011,156,2876.1099999999933,0.1
MT,Miscellaneous,2012,324,97654.33000000003,0.25
MT,Miscellaneous,2013,163,7924.060000000023,0.2
MT,Miscellaneous,2014,153,3569.2,0.1
MT,Miscellaneous,2015,329,22214.630000000005,0.1
MT,Missing/Undefined,1992,394,6799.220000000055,0.01
MT,Missing/Undefined,1993,188,7862.310000000019,0.01
MT,Missing/Undefined,1994,664,23446.84999999956,0.1
MT,Missing/Undefined,1995,230,4963.550000000021,0.1
MT,Missing/Undefined,1996,378,81116.44999999974,0.1
MT,Missing/Undefined,1997,187,1469.629999999998,0.01
MT,Missing/Undefined,1998,326,10698.170000000013,0.1
MT,Missing/Undefined,1999,386,31641.739999999863,0.1
MT,Missing/Undefined,2000,3,490.0,9.0
MT,Missing/Undefined,2001,4,1331.0,225.0
MT,Missing/Undefined,2002,6,1022.9,10.0
MT,Missing/Undefined,2003,3,433.0,5.0
MT,Missing/Undefined,2004,6,3098.0,7.0
MT,Missing/Undefined,2005,6,183.9,4.75
MT,Missing/Undefined,2006,11,337.7,1.0
MT,Missing/Undefined,2007,11,100950.4,21.0
MT,Missing/Undefined,2008,12,1564.8,31.4
MT,Missing/Undefined,2009,10,229.49999999999997,1.5
MT,Missing/Undefined,2010,6,481.3,1.35
MT,Missing/Undefined,2011,5,35.8,3.5
MT,Missing/Undefined,2012,10,626.9,2.45
MT,Missing/Undefined,2013,9,612.1,27.2
MT,Missing/Undefined,2014,9,898.1999999999999,7.9
MT,Missing/Undefined,2015,19,6889.5,160.0
MT,Powerline,1992,5,160.0,10.0
MT,Powerline,1993,1,200.0,200.0
MT,Powerline,1994,9,38.7,2.0
MT,Powerline,1995,1,8.3,8.3
MT,Powerline,1996,6,11.3,1.0
MT,Powerline,1997,1,0.1,0.1
MT,Powerline,1998,2,6.0,3.0
MT,Powerline,1999,3,65.8,0.7
MT,Powerline,2000,7,854.1,1.0
MT,Powerline,2001,11,132.5,1.1
MT,Powerline,2002,5,3024.4,3.0
MT,Powerline,2003,10,10.799999999999999,0.3
MT,Powerline,2004,2,2.0,1.0
MT,Powerline,2005,6,339.5,0.8
MT,Powerline,2006,3,11.0,5.0
MT,Powerline,2007,8,100.89999999999999,0.4
MT,Powerline,2008,2,185.4,92.7
MT,Powerline,2009,19,1022.1999999999999,0.1
MT,Powerline,2010,18,985.26,0.1
MT,Powerline,2011,16,24.60000000000001,0.225
MT,Powerline,2012,18,8929.200000000003,4.55
MT,Powerline,2013,20,930.51,0.1
MT,Powerline,2014,19,9561.330000000002,0.1
MT,Powerline,2015,25,381.8300000000001,0.25
MT,Railroad,1992,34,130.6,0.3
MT,Railroad,1993,16,45.800000000000004,1.0
MT,Railroad,1994,51,202.7,0.5
MT,Railroad,1995,29,197.2,1.0
MT,Railroad,1996,29,4747.9,2.0
MT,Railroad,1997,23,143.4,1.0
MT,Railroad,1998,47,154.59999999999997,1.0
MT,Railroad,1999,34,2605.7,1.0
MT,Railroad,2000,38,49.0,0.225
MT,Railroad,2001,32,51.8,0.4
MT,Railroad,2002,17,18.939999999999998,0.5
MT,Railroad,2003,23,57.68,0.1
MT,Railroad,2004,21,27.48,0.1
MT,Railroad,2005,33,314.14,0.75
MT,Railroad,2006,23,2263.61,0.5
MT,Railroad,2007,18,19.0,0.2
MT,Railroad,2008,21,184.81,0.2
MT,Railroad,2009,11,57.42,0.25
MT,Railroad,2010,17,23.759999999999998,0.7
MT,Railroad,2011,14,49.61000000000001,0.275
MT,Railroad,2012,16,6705.050000000001,0.2
MT,Railroad,2013,26,378.65000000000015,0.65
MT,Railroad,2014,18,11.709999999999999,0.1
MT,Railroad,2015,22,61.07999999999999,0.1
MT,Smoking,1992,75,6544.600000000002,1.0
MT,Smoking,1993,45,857.4000000000001,0.5
MT,Smoking,1994,86,2957.799999999999,0.5
MT,Smoking,1995,57,5623.5,1.1
MT,Smoking,1996,69,3540.7999999999997,0.4
MT,Smoking,1997,36,2400.9999999999995,1.0
MT,Smoking,1998,37,418.79999999999995,0.8
MT,Smoking,1999,80,2292.799999999997,0.5
MT,Smoking,2000,66,3889.21,1.25
MT,Smoking,2001,53,79.89999999999996,0.2
MT,Smoking,2002,31,17.020000000000007,0.1
MT,Smoking,2003,45,381.7400000000002,0.1
MT,Smoking,2004,12,3.4699999999999998,0.125
MT,Smoking,2005,12,1141.2199999999998,0.1
MT,Smoking,2006,47,408.45000000000005,0.1
MT,Smoking,2007,23,370.64,0.1
MT,Smoking,2008,23,46.269999999999996,0.1
MT,Smoking,2009,15,69.63,0.1
MT,Smoking,2010,14,129.75,0.1
MT,Smoking,2011,10,9.8,0.1
MT,Smoking,2012,12,105.47000000000001,0.15000000000000002
MT,Smoking,2013,7,3.85,0.1
MT,Smoking,2014,5,0.5,0.1
MT,Smoking,2015,25,7.149999999999999,0.1
MT,Structure,1994,4,6.7,1.25
MT,Structure,1995,1,1.0,1.0
MT,Structure,1996,3,1.4,0.5
MT,Structure,1997,2,4.7,2.35
MT,Structure,1999,4,2.6,0.75
MT,Structure,2000,1,0.1,0.1
MT,Structure,2001,1,0.1,0.1
MT,Structure,2002,1,0.5,0.5
MT,Structure,2003,3,47.0,1.5
MT,Structure,2004,4,5.299999999999999,0.1
MT,Structure,2005,4,11.1,1.0
MT,Structure,2006,5,2.4000000000000004,0.1
MT,Structure,2007,2,1.5,0.75
MT,Structure,2008,1,0.3,0.3
MT,Structure,2009,2,40.5,20.25
MT,Structure,2010,3,18.3,0.2
MT,Structure,2011,1,0.1,0.1
MT,Structure,2012,10,45.0,0.3
MT,Structure,2013,1,0.1,0.1
MT,Structure,2014,5,0.65,0.1
MT,Structure,2015,13,7.919999999999998,0.3
NC,Arson,1992,1235,11529.6000000001,1.0
NC,Arson,1993,1084,6846.800000000031,1.0
NC,Arson,1994,1154,31203.09999999966,1.0
NC,Arson,1995,1128,11173.400000000098,1.0
NC,Arson,1996,790,4778.000000000018,1.0
NC,Arson,1997,916,6151.300000000008,1.0
NC,Arson,1998,929,6155.400000000014,2.0
NC,Arson,1999,682,10661.400000000072,1.0
NC,Arson,2000,934,8693.600000000066,1.0
NC,Arson,2001,1584,23323.799999999825,1.0
NC,Arson,2002,960,9132.800000000032,2.0
NC,Arson,2003,358,1550.4999999999995,1.0
NC,Arson,2004,689,4589.7,1.0
NC,Arson,2005,752,4457.7,1.0
NC,Arson,2006,934,5973.599999999994,1.0
NC,Arson,2007,77,1165.8499999999985,0.5
NC,Arson,2008,39,796.2000000000003,0.5
NC,Arson,2009,642,5070.549999999993,1.0
NC,Arson,2010,826,6376.100000000022,1.0
NC,Arson,2011,30,303.9,1.0
NC,Arson,2012,729,4145.999999999976,0.3
NC,Arson,2013,591,5731.200000000012,0.5
NC,Arson,2014,728,4280.5499999999865,0.4
NC,Arson,2015,268,1569.8199999999927,0.2
NC,Campfire,1992,8,29.900000000000002,1.25
NC,Campfire,1993,7,12.799999999999999,0.5
NC,Campfire,1994,7,209.9,0.5
NC,Campfire,1995,5,92.1,10.0
NC,Campfire,1996,5,21.6,2.5
NC,Campfire,1997,6,8.7,1.0
NC,Campfire,1998,14,7.5,0.5
NC,Campfire,1999,16,321.4,0.4
NC,Campfire,2000,15,10524.5,6.0
NC,Campfire,2001,18,61.900000000000006,1.0
NC,Campfire,2002,9,132.49999999999997,0.1
NC,Campfire,2003,3,1.2,0.1
NC,Campfire,2004,3,16.0,5.0
NC,Campfire,2005,48,132.2,1.0
NC,Campfire,2006,64,121.55000000000001,1.0
NC,Campfire,2007,22,300.75000000000017,0.375
NC,Campfire,2008,11,103.25,0.25
NC,Campfire,2009,39,150.6999999999999,0.3
NC,Campfire,2010,48,88.50000000000001,0.225
NC,Campfire,2011,53,245.5999999999998,0.1
NC,Campfire,2012,56,442.4000000000001,0.5
NC,Campfire,2013,48,2856.1499999999987,0.3
NC,Campfire,2014,54,117.6499999999999,0.5
NC,Campfire,2015,29,56.43000000000002,0.33
NC,Children,1992,437,836.7000000000023,1.0
NC,Children,1993,428,979.4000000000035,1.0
NC,Children,1994,502,795.7000000000032,0.45
NC,Children,1995,548,833.9000000000035,0.75
NC,Children,1996,415,734.9000000000035,0.4
NC,Children,1997,464,643.1000000000025,0.3
NC,Children,1998,377,546.3000000000015,0.3
NC,Children,1999,383,1202.699999999994,0.3
NC,Children,2000,435,749.6000000000022,0.3
NC,Children,2001,722,1169.8999999999942,0.3
NC,Children,2002,485,713.1000000000026,0.5
NC,Children,2003,147,229.19999999999976,0.2
NC,Children,2004,322,616.3000000000012,0.35
NC,Children,2005,308,742.8000000000015,0.5
NC,Children,2006,384,473.00000000000085,0.3
NC,Children,2007,2,2419.0,1209.5
NC,Children,2008,2,27.0,13.5
NC,Children,2009,236,289.5999999999997,0.2
NC,Children,2010,268,311.8999999999999,0.3
NC,Children,2011,6,12.2,0.5
NC,Children,2012,218,227.99999999999972,0.2
NC,Children,2013,187,240.89999999999964,0.2
NC,Children,2014,202,150.59999999999974,0.2
NC,Children,2015,130,160.91999999999982,0.2
NC,Debris Burning,1992,2311,9510.700000000154,1.0
NC,Debris Burning,1993,1690,8750.900000000081,1.0
NC,Debris Burning,1994,2458,6393.200000000071,1.0
NC,Debris Burning,1995,2144,5572.700000000059,1.0
NC,Debris Burning,1996,1836,6585.100000000042,1.0
NC,Debris Burning,1997,1882,6242.90000000004,1.0
NC,Debris Burning,1998,1745,4990.3000000000275,1.0
NC,Debris Burning,1999,1734,6262.300000000014,0.8
NC,Debris Burning,2000,2014,10030.50000000007,0.8
NC,Debris Burning,2001,3212,11054.600000000073,1.0
NC,Debris Burning,2002,2228,9719.900000000096,1.0
NC,Debris Burning,2003,867,2072.599999999992,0.5
NC,Debris Burning,2004,2008,5716.650000000025,0.8
NC,Debris Burning,2005,1673,5592.900010000004,1.0
NC,Debris Burning,2006,2092,8436.450000000026,0.5
NC,Debris Burning,2007,100,3442.5999999999985,1.0
NC,Debris Burning,2008,57,703.8500000000001,3.0
NC,Debris Burning,2009,1317,5150.2,0.5
NC,Debris Burning,2010,1646,4454.949999999988,0.5
NC,Debris Burning,2011,42,257.5,1.0
NC,Debris Burning,2012,1209,4253.34999999999,0.5
NC,Debris Burning,2013,1433,2929.6499999999855,0.5
NC,Debris Burning,2014,2211,4566.249999999998,0.5
NC,Debris Burning,2015,1111,2680.3999999999896,0.4
NC,Equipment Use,1992,382,1306.599999999998,1.0
NC,Equipment Use,1993,353,1227.9999999999989,1.0
NC,Equipment Use,1994,368,723.300000000001,1.0
NC,Equipment Use,1995,323,3030.8999999999883,1.0
NC,Equipment Use,1996,256,1573.6999999999973,0.8
NC,Equipment Use,1997,279,2118.9999999999955,1.0
NC,Equipment Use,1998,301,1688.5999999999958,0.5
NC,Equipment Use,1999,253,576.1000000000016,0.2
NC,Equipment Use,2000,439,4189.199999999985,0.5
NC,Equipment Use,2001,724,4042.2999999999856,0.5
NC,Equipment Use,2002,468,3258.299999999989,0.5
NC,Equipment Use,2003,202,3337.2999999999925,0.5
NC,Equipment Use,2004,373,1863.9999999999955,0.5
NC,Equipment Use,2005,332,2251.399999999999,0.6
NC,Equipment Use,2006,396,2103.2499999999973,0.3
NC,Equipment Use,2007,11,195.04999999999998,1.0
NC,Equipment Use,2008,13,14.7,1.0
NC,Equipment Use,2009,279,510.1000000000007,0.3
NC,Equipment Use,2010,424,1765.7999999999965,0.2
NC,Equipment Use,2011,9,7.75,0.5
NC,Equipment Use,2012,385,1240.4999999999968,0.2
NC,Equipment Use,2013,341,803.4500000000043,0.2
NC,Equipment Use,2014,455,1366.4999999999914,0.2
NC,Equipment Use,2015,245,372.5299999999993,0.1
NC,Fireworks,1992,1,0.1,0.1
NC,Fireworks,1993,1,3.0,3.0
NC,Fireworks,1994,1,0.1,0.1
NC,Fireworks,1995,4,3.0,0.2
NC,Fireworks,1996,2,1.9000000000000001,0.9500000000000001
NC,Fireworks,1997,1,0.3,0.3
NC,Fireworks,1998,2,0.30000000000000004,0.15000000000000002
NC,Fireworks,1999,1,0.1,0.1
NC,Fireworks,2000,1,0.5,0.5
NC,Fireworks,2001,1,0.1,0.1
NC,Fireworks,2003,3,0.30000000000000004,0.1
NC,Fireworks,2004,2,0.4,0.2
NC,Fireworks,2006,2,0.4,0.2
NC,Fireworks,2007,3,2.0,0.5
NC,Fireworks,2008,1,0.5,0.5
NC,Fireworks,2009,57,64.10000000000005,0.2
NC,Fireworks,2010,51,68.69999999999995,0.2
NC,Fireworks,2012,29,303.0000000000002,0.1
NC,Fireworks,2013,19,10.299999999999999,0.2
NC,Fireworks,2014,34,40.100000000000016,0.2
NC,Fireworks,2015,24,63.43000000000001,0.155
NC,Lightning,1992,66,1802.8999999999983,1.0
NC,Lightning,1993,219,5269.800000000007,1.0
NC,Lightning,1994,97,2544.7999999999984,1.0
NC,Lightning,1995,55,521.0,1.0
NC,Lightning,1996,49,1427.7000000000003,0.1
NC,Lightning,1997,140,1069.8,0.6
NC,Lightning,1998,100,1796.4999999999977,0.5
NC,Lightning,1999,85,2895.9999999999977,1.0
NC,Lightning,2000,60,610.8000000000005,1.75
NC,Lightning,2001,85,309.4000000000004,0.5
NC,Lightning,2002,265,2240.1999999999957,1.0
NC,Lightning,2003,13,187.59999999999997,1.0
NC,Lightning,2004,35,184.49999999999997,0.5
NC,Lightning,2005,53,473.90000000000026,1.0
NC,Lightning,2006,106,1748.7999899999993,1.0
NC,Lightning,2007,25,6868.100000000001,5.0
NC,Lightning,2008,33,42115.799999999996,4.0
NC,Lightning,2009,63,3758.6499999999974,0.5
NC,Lightning,2010,77,1073.9000000000005,0.5
NC,Lightning,2011,38,82184.65,1.5
NC,Lightning,2012,139,1000.8500000000014,0.5
NC,Lightning,2013,25,278.3000000000003,0.1
NC,Lightning,2014,58,869.5000000000007,0.2
NC,Lightning,2015,48,2906.229999999999,1.15
NC,Miscellaneous,1992,584,1092.3000000000013,1.0
NC,Miscellaneous,1993,575,1897.0999999999885,0.4
NC,Miscellaneous,1994,622,1958.399999999986,1.0
NC,Miscellaneous,1995,540,1371.6999999999891,0.35
NC,Miscellaneous,1996,505,960.9000000000035,0.4
NC,Miscellaneous,1997,467,629.5000000000027,0.3
NC,Miscellaneous,1998,492,881.500000000004,0.3
NC,Miscellaneous,1999,546,2025.199999999989,0.3
NC,Miscellaneous,2000,620,2081.1999999999916,0.5
NC,Miscellaneous,2001,990,2819.599999999982,0.5
NC,Miscellaneous,2002,742,2436.399999999978,0.5
NC,Miscellaneous,2003,309,575.0000000000009,0.3
NC,Miscellaneous,2004,628,1440.5499999999931,0.5
NC,Miscellaneous,2005,556,1713.9499999999987,0.3
NC,Miscellaneous,2006,697,2371.549999999991,0.3
NC,Miscellaneous,2007,56,918.2500000000002,2.0
NC,Miscellaneous,2008,31,2331.2,2.0
NC,Miscellaneous,2009,475,1081.850000000004,0.2
NC,Miscellaneous,2010,555,1274.7499999999998,0.2
NC,Miscellaneous,2011,70,293.08000000000015,0.5
NC,Miscellaneous,2012,657,23486.049999999632,0.2
NC,Miscellaneous,2013,559,997.2500000000059,0.2
NC,Miscellaneous,2014,710,1465.3999999999926,0.2
NC,Miscellaneous,2015,474,1030.8300000000015,0.2
NC,Missing/Undefined,1999,2,255.0,127.5
NC,Missing/Undefined,2002,1,375.0,375.0
NC,Missing/Undefined,2004,1,1500.0,1500.0
NC,Missing/Undefined,2006,3,1252.0,337.0
NC,Missing/Undefined,2007,6982,34904.29999999958,0.5
NC,Missing/Undefined,2008,4181,36093.30000999864,0.5
NC,Missing/Undefined,2010,12,405.3,1.5
NC,Missing/Undefined,2011,5173,26175.40000000001,0.5
NC,Missing/Undefined,2012,11,41.20000000000001,0.1
NC,Missing/Undefined,2013,10,167.79999999999998,0.2
NC,Missing/Undefined,2014,9,1834.4,0.2
NC,Missing/Undefined,2015,12,2100.51,132.0
NC,Powerline,1992,2,0.6,0.3
NC,Powerline,1993,3,10.2,0.1
NC,Powerline,1994,1,0.1,0.1
NC,Powerline,1995,2,0.30000000000000004,0.15000000000000002
NC,Powerline,1996,1,2.5,2.5
NC,Powerline,1997,1,3.0,3.0
NC,Powerline,1998,1,13.2,13.2
NC,Powerline,1999,3,37.2,5.0
NC,Powerline,2000,1,145.0,145.0
NC,Powerline,2004,1,1.4,1.4
NC,Powerline,2005,1,0.2,0.2
NC,Powerline,2006,2,1.3,0.65
NC,Powerline,2007,1,0.1,0.1
NC,Powerline,2008,3,1.2000000000000002,0.1
NC,Powerline,2009,2,2307.3,1153.65
NC,Powerline,2010,1,0.3,0.3
NC,Powerline,2012,1,1.1,1.1
NC,Powerline,2013,1,7.5,7.5
NC,Powerline,2014,4,1.95,0.425
NC,Powerline,2015,64,34.57999999999999,0.11
NC,Railroad,1992,56,116.69999999999999,1.0
NC,Railroad,1993,56,589.5000000000006,1.0
NC,Railroad,1994,61,111.69999999999997,1.0
NC,Railroad,1995,48,113.1999999999999,1.0
NC,Railroad,1996,80,605.8000000000003,0.5
NC,Railroad,1997,85,190.7,1.0
NC,Railroad,1998,61,200.59999999999997,0.5
NC,Railroad,1999,55,125.99999999999996,0.5
NC,Railroad,2000,113,733.3000000000008,0.5
NC,Railroad,2001,117,533.6000000000005,0.5
NC,Railroad,2002,62,96.69999999999997,0.5
NC,Railroad,2003,16,24.599999999999994,0.25
NC,Railroad,2004,36,65.00000000000001,0.5
NC,Railroad,2005,46,74.6,0.5
NC,Railroad,2006,48,177.29999999999995,1.0
NC,Railroad,2007,1,0.5,0.5
NC,Railroad,2008,3,65.25,20.0
NC,Railroad,2009,28,407.00000000000017,0.45
NC,Railroad,2010,26,515.1000000000001,1.0
NC,Railroad,2011,3,18.2,3.8
NC,Railroad,2012,37,129.29999999999998,0.2
NC,Railroad,2013,13,52.500000000000014,0.5
NC,Railroad,2014,30,84.99999999999999,0.5
NC,Railroad,2015,1,1.0,1.0
NC,Smoking,1992,614,1262.999999999997,1.0
NC,Smoking,1993,392,873.7000000000021,1.0
NC,Smoking,1994,468,995.9000000000034,1.0
NC,Smoking,1995,456,692.1000000000034,0.3
NC,Smoking,1996,299,665.9000000000016,0.6
NC,Smoking,1997,270,353.60000000000076,0.4
NC,Smoking,1998,302,633.2000000000015,0.5
NC,Smoking,1999,281,697.2000000000016,0.5
NC,Smoking,2000,355,1090.7999999999954,0.3
NC,Smoking,2001,689,1349.0999999999929,0.5
NC,Smoking,2002,370,1517.0999999999956,0.5
NC,Smoking,2003,122,123.49999999999984,0.3
NC,Smoking,2004,245,707.1000000000016,0.3
NC,Smoking,2005,276,716.7000000000011,0.5
NC,Smoking,2006,331,710.7500000000008,0.3
NC,Smoking,2007,4,200.29999999999998,0.1
NC,Smoking,2008,7,3.3000000000000003,0.25
NC,Smoking,2009,181,568.1000000000013,0.3
NC,Smoking,2010,165,651.7000000000002,0.3
NC,Smoking,2011,3,0.5,0.1
NC,Smoking,2012,88,47.00000000000002,0.2
NC,Smoking,2013,100,73.29999999999998,0.2
NC,Smoking,2014,90,132.39999999999992,0.2
NC,Smoking,2015,56,65.39000000000001,0.115
NC,Structure,1997,1,0.1,0.1
NC,Structure,2001,1,0.1,0.1
NC,Structure,2003,1,1.3,1.3
NC,Structure,2008,1,0.1,0.1
NC,Structure,2010,1,0.3,0.3
NC,Structure,2013,2,0.4,0.2
NC,Structure,2014,2,81.1,40.55
NC,Structure,2015,9,2.6599999999999993,0.17
ND,Arson,1992,69,578.4,2.0
ND,Arson,1993,120,758.4999999999999,1.0
ND,Arson,1994,133,961.0000000000002,1.0
ND,Arson,1995,97,264.6,1.0
ND,Arson,1996,216,2599.5999999999995,2.0
ND,Arson,1997,180,703.0,1.0
ND,Arson,1998,224,2526.7999999999997,0.5
ND,Arson,1999,274,3856.099999999999,0.5
ND,Arson,2000,345,1348.0999999999997,1.0
ND,Arson,2001,260,1361.3999999999999,1.0
ND,Arson,2002,403,20098.399999999994,1.0
ND,Arson,2003,406,4647.6,1.0
ND,Arson,2004,441,1976.9999999999998,1.0
ND,Arson,2005,433,4091.899999999999,1.0
ND,Arson,2006,688,5664.099999999998,1.0
ND,Arson,2007,531,7849.900000000004,1.0
ND,Arson,2008,310,3934.299999999998,1.0
ND,Arson,2009,244,380.5,1.0
ND,Arson,2010,260,813.8000000000012,1.0
ND,Arson,2011,175,537.4,1.0
ND,Arson,2012,507,3266.899999999991,1.0
ND,Arson,2013,261,2010.7000000000003,1.0
ND,Arson,2014,323,2393.999999999997,1.0
ND,Arson,2015,418,9289.900000000001,1.0
ND,Campfire,1992,7,92.39999999999998,0.1
ND,Campfire,1993,5,26.6,0.5
ND,Campfire,1994,14,32.400000000000006,0.65
ND,Campfire,1995,8,5.299999999999999,1.0
ND,Campfire,1996,13,31.800000000000004,0.3
ND,Campfire,1997,6,44.1,0.75
ND,Campfire,1998,8,3.9000000000000004,0.1
ND,Campfire,1999,7,22.700000000000003,1.0
ND,Campfire,2000,6,1262.9999999999998,3.0
ND,Campfire,2001,3,2.5,1.0
ND,Campfire,2002,19,603.6,0.2
ND,Campfire,2003,8,6063.900000000001,0.3
ND,Campfire,2004,12,1934.1,1.0
ND,Campfire,2005,16,325.2,1.5
