state,cause,year,fires,acres,median_size
FL,Equipment Use,2009,260,7912.200010000009,1.75
FL,Equipment Use,2010,197,8457.820000000007,1.0
FL,Equipment Use,2011,323,7190.050000000016,1.0
FL,Equipment Use,2012,231,14571.300000000001,1.5
FL,Equipment Use,2013,142,1477.8999999999967,1.0
FL,Equipment Use,2014,126,26092.399999999976,1.4
FL,Equipment Use,2015,155,3896.3,1.0
FL,Fireworks,1993,1,0.8,0.8
FL,Fireworks,1996,1,0.1,0.1
FL,Fireworks,2000,1,1.6,1.6
FL,Fireworks,2004,2,0.2,0.1
FL,Fireworks,2005,1,1.5,1.5
FL,Fireworks,2007,1,207.0,207.0
FL,Fireworks,2008,2,0.2,0.1
FL,Fireworks,2010,19,40.4,1.0
FL,Fireworks,2011,30,221.00000000000003,1.5
FL,Fireworks,2012,17,26.299999999999997,1.0
FL,Fireworks,2013,9,94.79999999999998,1.0
FL,Fireworks,2014,18,234.6,0.6
FL,Fireworks,2015,12,39.0,1.0
FL,Lightning,1992,607,18843.9,2.9
FL,Lightning,1993,1220,24267.100000000002,2.0
FL,Lightning,1994,802,42716.99999999992,2.0
FL,Lightning,1995,461,17401.100000000013,3.0
FL,Lightning,1996,447,12833.300000000014,2.0
FL,Lightning,1997,567,26724.799999999985,4.0
FL,Lightning,1998,1638,228363.60000000123,2.0
FL,Lightning,1999,1506,156394.90000000192,2.0
FL,Lightning,2000,1649,73063.8000000007,2.0
FL,Lightning,2001,1285,184995.90000000093,2.0
FL,Lightning,2002,679,20443.80000000004,2.0
FL,Lightning,2003,418,22013.110000000033,2.0
FL,Lightning,2004,922,79321.70999999986,2.5
FL,Lightning,2005,284,8316.80000000001,2.0
FL,Lightning,2006,1149,153236.45999999976,3.0
FL,Lightning,2007,1457,320051.91999000096,2.5
FL,Lightning,2008,890,36076.5799999998,2.0
FL,Lightning,2009,579,60869.09999999991,2.4
FL,Lightning,2010,650,17665.63,2.0
FL,Lightning,2011,1820,256639.53000000096,2.0
FL,Lightning,2012,784,76447.12999999984,2.0
FL,Lightning,2013,374,18953.43999999994,2.0
FL,Lightning,2014,629,108266.5600000003,2.0
FL,Lightning,2015,989,140215.49,2.5
FL,Miscellaneous,1992,459,12208.400000000014,2.0
FL,Miscellaneous,1993,394,7912.6000000000095,2.0
FL,Miscellaneous,1994,281,8166.200000000013,1.5
FL,Miscellaneous,1995,279,3835.099999999997,1.5
FL,Miscellaneous,1996,492,25404.199999999928,2.0
FL,Miscellaneous,1997,380,9746.900000000016,2.0
FL,Miscellaneous,1998,420,22084.699999999997,1.0
FL,Miscellaneous,1999,555,36252.39999999985,1.5
FL,Miscellaneous,2000,640,39114.39999999976,1.0
FL,Miscellaneous,2001,436,39343.69999999984,1.0
FL,Miscellaneous,2002,355,5917.6,1.0
FL,Miscellaneous,2003,248,3639.209999999997,1.0
FL,Miscellaneous,2004,329,7825.300000000018,1.0
FL,Miscellaneous,2005,222,1466.5599999999997,1.0
FL,Miscellaneous,2006,530,15876.469990000049,1.0
FL,Miscellaneous,2007,446,9607.430000000038,1.0
FL,Miscellaneous,2008,346,56903.509999999886,1.0
FL,Miscellaneous,2009,348,14616.890000000012,1.5
FL,Miscellaneous,2010,396,20138.28999999992,1.0
FL,Miscellaneous,2011,822,33423.4099999998,1.0
FL,Miscellaneous,2012,623,13059.100000000033,1.5
FL,Miscellaneous,2013,417,9395.150000000016,1.9
FL,Miscellaneous,2014,307,7520.850000000014,1.0
FL,Miscellaneous,2015,358,7047.299999999999,1.0
FL,Missing/Undefined,1998,2,0.6,0.3
FL,Missing/Undefined,1999,4,52.0,3.0
FL,Missing/Undefined,2000,3,129.0,5.0
FL,Missing/Undefined,2003,290,12104.599999999999,1.5
FL,Missing/Undefined,2004,412,14198.1,1.5
FL,Missing/Undefined,2005,334,3822.3999999999996,2.0
FL,Missing/Undefined,2006,635,24102.100000000024,2.0
FL,Missing/Undefined,2007,549,23521.49997999994,2.0
FL,Missing/Undefined,2008,354,12550.200000000012,1.5
FL,Missing/Undefined,2009,433,19915.5,2.0
FL,Missing/Undefined,2010,34,5483.0,33.5
FL,Missing/Undefined,2011,11,3008.4,7.7
FL,Missing/Undefined,2012,21,5449.9,7.0
FL,Missing/Undefined,2013,14,7648.9,4.7
FL,Missing/Undefined,2014,22,3542.3,1.4
FL,Missing/Undefined,2015,33,7198.200000000004,0.3
FL,Powerline,1992,3,3.0,1.0
FL,Powerline,1993,1,1.0,1.0
FL,Powerline,1994,1,0.1,0.1
FL,Powerline,1996,1,0.2,0.2
FL,Powerline,1998,1,0.1,0.1
FL,Powerline,2000,1,0.1,0.1
FL,Powerline,2001,2,0.6,0.3
FL,Powerline,2003,2,0.2,0.1
FL,Powerline,2004,3,0.30000000000000004,0.1
FL,Powerline,2006,1,0.1,0.1
FL,Powerline,2007,1,0.3,0.3
FL,Powerline,2010,83,613.6000000000003,0.3
FL,Powerline,2011,170,1709.7999999999986,1.0
FL,Powerline,2013,74,482.2000000000004,0.5
FL,Powerline,2014,72,261.19999999999993,0.4
FL,Powerline,2015,79,627.1,1.0
FL,Railroad,1992,1450,28250.899999999914,2.5
FL,Railroad,1993,1267,28597.9999999999,2.0
FL,Railroad,1994,1058,24963.59999999994,2.0
FL,Railroad,1995,1160,16878.00000000003,2.0
FL,Railroad,1996,1913,39053.59999999977,2.0
FL,Railroad,1997,1266,16574.000000000065,1.5
FL,Railroad,1998,1117,24069.39999999991,1.0
FL,Railroad,1999,1499,21733.199999999837,1.5
FL,Railroad,2000,1804,24216.399999999936,1.5
FL,Railroad,2001,1274,60897.999999999716,1.1
FL,Railroad,2002,1093,11384.100000000035,1.0
FL,Railroad,2003,11,89.3,2.0
FL,Railroad,2004,35,118.10000000000001,1.0
FL,Railroad,2005,16,756.3,4.0
FL,Railroad,2006,63,1275.7000000000003,1.5
FL,Railroad,2007,26,104.59999999999998,1.0
FL,Railroad,2008,25,119.59999999999998,1.0
FL,Railroad,2009,20,128.79999999999998,1.25
FL,Railroad,2010,16,125.79999999999998,2.5
FL,Railroad,2011,22,236.49999999999994,0.75
FL,Railroad,2012,21,113.4,0.5
FL,Railroad,2013,6,13.7,1.0
FL,Railroad,2014,5,70.7,0.5
FL,Railroad,2015,7,75.0,2.0
FL,Smoking,1992,84,740.7000000000003,1.0
FL,Smoking,1993,86,320.0000000000001,1.1
FL,Smoking,1994,65,423.7,1.5
FL,Smoking,1995,58,279.5000000000001,1.75
FL,Smoking,1996,99,967.0000000000005,1.0
FL,Smoking,1997,57,228.59999999999994,1.0
FL,Smoking,1998,85,252.5999999999998,0.2
FL,Smoking,1999,103,485.80000000000047,0.9
FL,Smoking,2000,109,690.5000000000003,1.0
FL,Smoking,2001,101,2076.7999999999984,0.5
FL,Smoking,2002,47,246.9999999999999,0.5
FL,Smoking,2003,29,245.69999999999996,2.0
FL,Smoking,2004,42,432.6000000000001,0.3
FL,Smoking,2005,23,160.2,2.0
FL,Smoking,2006,86,393.10000000000025,1.0
FL,Smoking,2007,74,372.3100000000002,1.0
FL,Smoking,2008,31,64.2,1.0
FL,Smoking,2009,47,346.29999999999995,1.5
FL,Smoking,2010,14,16.8,0.5
FL,Smoking,2011,48,851.5000000000001,0.8
FL,Smoking,2012,27,210.24000000000004,1.5
FL,Smoking,2013,14,43.20000000000002,0.2
FL,Smoking,2014,7,10.1,1.0
FL,Smoking,2015,5,39.0,3.0
FL,Structure,1996,1,0.2,0.2
FL,Structure,2000,1,0.1,0.1
FL,Structure,2002,1,0.3,0.3
FL,Structure,2004,2,1.2,0.6
FL,Structure,2010,20,55.10000000000001,0.75
FL,Structure,2011,30,90.89999999999998,0.9
FL,Structure,2012,31,50.100000000000016,0.3
FL,Structure,2013,23,89.99999999999994,0.5
FL,Structure,2014,11,31.6,1.5
FL,Structure,2015,12,29.0,1.0
GA,Arson,1992,1711,8916.430000000024,1.2
GA,Arson,1993,2323,11307.330000000054,1.05
GA,Arson,1994,1687,7645.840000000033,1.01
GA,Arson,1995,1732,7492.760000000029,0.79
GA,Arson,1996,1921,9502.230000000038,0.92
GA,Arson,1997,1345,5851.890000000043,0.71
GA,Arson,1998,1352,22422.970000000016,0.8
GA,Arson,1999,1889,20959.900000000012,1.1
GA,Arson,2000,1716,11063.760000000042,1.0
GA,Arson,2001,1706,9735.67000000002,1.0
GA,Arson,2002,1259,9036.330000000033,1.02
GA,Arson,2003,737,3150.6499999999983,0.74
GA,Arson,2004,1252,9104.209990000016,0.85
GA,Arson,2005,1012,4947.820000000003,1.01
GA,Arson,2006,1557,10100.560000000025,1.0
GA,Arson,2007,1626,20134.640180000006,1.1
GA,Arson,2008,915,5004.989990000008,0.75
GA,Arson,2009,686,3935.309999999998,0.89
GA,Arson,2010,880,7093.040000000009,1.0
GA,Arson,2011,1034,24658.589999999975,1.255
GA,Arson,2012,636,5610.650000000018,1.25
GA,Arson,2013,287,2012.7899999999981,1.2
GA,Arson,2014,275,3351.8900000000003,1.68
GA,Arson,2015,219,1764.3599999999976,1.0
GA,Campfire,1992,77,287.52999999999986,1.41
GA,Campfire,1993,108,397.30999999999995,1.03
GA,Campfire,1994,82,941.7700000000002,1.085
GA,Campfire,1995,95,309.1299999999998,1.0
GA,Campfire,1996,125,572.0299999999999,1.12
GA,Campfire,1997,88,324.6999999999999,1.025
GA,Campfire,1998,81,312.33000000000004,0.9
GA,Campfire,1999,162,1095.6000000000008,1.25
GA,Campfire,2000,126,674.6600000000001,1.005
GA,Campfire,2001,191,880.5799999999992,0.88
GA,Campfire,2002,88,251.81,1.4
GA,Campfire,2003,67,244.37,0.93
GA,Campfire,2004,106,700.5300000000001,0.74
GA,Campfire,2005,130,339.3099999999999,0.88
GA,Campfire,2006,185,584.0500000000002,1.0
GA,Campfire,2007,220,1392.6900000000005,0.945
GA,Campfire,2008,125,255.55999999999995,0.9
GA,Campfire,2009,97,199.30999999999995,0.95
GA,Campfire,2010,227,758.0400000000002,0.8
GA,Campfire,2011,310,913.4000000000001,1.045
GA,Campfire,2012,197,701.7700000000002,0.62
GA,Campfire,2013,138,488.25999999999993,1.3450000000000002
GA,Campfire,2014,204,897.0900000000005,1.0
GA,Campfire,2015,109,369.44000000000017,0.93
GA,Children,1992,300,745.7600000000003,0.73
GA,Children,1993,415,649.8099999999994,0.53
GA,Children,1994,301,480.7699999999996,0.51
GA,Children,1995,432,700.9199999999993,0.5
GA,Children,1996,465,796.3099999999991,0.6
GA,Children,1997,342,519.0899999999987,0.41
GA,Children,1998,324,509.0500000000011,0.3
GA,Children,1999,434,666.8000000000017,0.3
GA,Children,2000,435,1234.6899999999982,0.53
GA,Children,2001,405,800.8700000000001,0.5
GA,Children,2002,293,559.8199999999997,0.68
GA,Children,2003,141,207.49999999999994,0.45
GA,Children,2004,337,523.5800000000002,0.55
GA,Children,2005,287,598.4700000000001,0.55
GA,Children,2006,406,708.1299999999998,0.51
GA,Children,2007,423,678.7499900000004,0.46
GA,Children,2008,247,1157.6799899999994,0.56
GA,Children,2009,141,244.55000000000013,0.5
GA,Children,2010,225,315.27000000000004,0.5
GA,Children,2011,340,819.9599999999999,0.5
GA,Children,2012,196,311.0900000000002,0.6
GA,Children,2013,105,201.29999999999993,0.9
GA,Children,2014,132,237.90999999999994,0.615
GA,Children,2015,77,193.17000000000002,0.6
GA,Debris Burning,1992,2927,11521.580000000062,1.18
GA,Debris Burning,1993,3806,11433.440000000075,0.88
GA,Debris Burning,1994,3144,10992.77000000001,0.975
GA,Debris Burning,1995,3670,10362.740000000113,0.81
GA,Debris Burning,1996,5028,19971.259999999915,0.99
GA,Debris Burning,1997,3655,10475.11000000011,0.81
GA,Debris Burning,1998,3319,8398.210000000116,0.7
GA,Debris Burning,1999,5902,35630.899999998925,0.9
GA,Debris Burning,2000,6197,39967.62999999999,0.88
GA,Debris Burning,2001,5820,17110.410000000047,0.8
GA,Debris Burning,2002,4800,25414.80000000011,1.0
GA,Debris Burning,2003,2325,5640.110000000012,0.75
GA,Debris Burning,2004,4429,18872.629980000052,0.97
GA,Debris Burning,2005,2793,9125.140000000049,0.9
GA,Debris Burning,2006,3752,13592.70999000005,0.9
GA,Debris Burning,2007,3273,19964.469960000053,0.93
GA,Debris Burning,2008,2276,8777.160000000025,1.0
GA,Debris Burning,2009,2013,10133.799980000029,1.02
GA,Debris Burning,2010,3593,11793.980000000098,0.6
GA,Debris Burning,2011,4984,77257.00999999998,1.1
GA,Debris Burning,2012,3045,12163.74000000009,0.8
GA,Debris Burning,2013,2588,11348.59000000008,1.0
GA,Debris Burning,2014,3172,14306.120000000104,1.05
GA,Debris Burning,2015,1688,6089.710000000035,1.0
GA,Equipment Use,1992,535,2025.1599999999976,0.58
GA,Equipment Use,1993,781,1999.6199999999953,0.37
GA,Equipment Use,1994,495,1272.2199999999955,0.35
GA,Equipment Use,1995,787,1492.879999999993,0.25
GA,Equipment Use,1996,906,2296.1500000000206,0.3
GA,Equipment Use,1997,782,1585.9099999999937,0.24
GA,Equipment Use,1998,859,2066.3999999999924,0.3
GA,Equipment Use,1999,1090,4294.599999999977,0.3
GA,Equipment Use,2000,1,5.0,5.0
GA,Equipment Use,2001,3,17.599999999999998,2.2
GA,Equipment Use,2002,2,49.5,24.75
GA,Equipment Use,2003,654,793.1399999999991,0.23
GA,Equipment Use,2004,900,1892.279999999994,0.3
GA,Equipment Use,2005,1078,2111.1199999999944,0.28
GA,Equipment Use,2006,1399,2931.3599999999997,0.4
GA,Equipment Use,2007,1485,3952.2900099999997,0.35
GA,Equipment Use,2008,1103,3197.2499999999914,0.38
GA,Equipment Use,2009,676,1429.8299899999986,0.28
GA,Equipment Use,2011,3,9.9,1.0
GA,Equipment Use,2012,1,36.0,36.0
GA,Equipment Use,2013,2,1.1,0.55
GA,Equipment Use,2014,3,51.9,4.8
GA,Equipment Use,2015,1,5.5,5.5
GA,Lightning,1992,99,732.1099999999999,1.8
GA,Lightning,1993,538,11493.760000000024,1.495
GA,Lightning,1994,103,783.6999999999998,0.81
GA,Lightning,1995,241,1946.6999999999987,1.73
GA,Lightning,1996,222,1619.3399999999988,0.925
GA,Lightning,1997,180,1203.9299999999982,0.705
GA,Lightning,1998,514,10123.760000000038,0.9
GA,Lightning,1999,509,5110.000000000011,1.1
GA,Lightning,2000,705,5952.750000000008,1.0
GA,Lightning,2001,220,17760.509999999973,1.2650000000000001
GA,Lightning,2002,494,128410.46999999997,1.35
GA,Lightning,2003,64,188.05999999999997,0.325
GA,Lightning,2004,186,1604.9699900000003,1.115
GA,Lightning,2005,57,276.51000000000005,0.6
GA,Lightning,2006,649,6025.620010000009,1.0
GA,Lightning,2007,580,82528.62001000023,1.22
GA,Lightning,2008,438,6101.61,1.3
GA,Lightning,2009,115,691.3500000000001,1.19
GA,Lightning,2010,217,1959.959999999998,1.42
GA,Lightning,2011,749,324459.4499999989,2.0
GA,Lightning,2012,437,4300.460000000006,1.25
GA,Lightning,2013,62,381.5600000000001,1.115
GA,Lightning,2014,160,2516.180000000001,1.5
GA,Lightning,2015,209,2668.490000000002,1.2
GA,Miscellaneous,1992,401,1454.7399999999996,0.63
GA,Miscellaneous,1993,599,1881.3299999999972,0.5
GA,Miscellaneous,1994,393,1153.8399999999972,0.39
GA,Miscellaneous,1995,525,1153.2899999999975,0.48
GA,Miscellaneous,1996,599,1614.8099999999959,0.38
GA,Miscellaneous,1997,446,926.1899999999995,0.4
GA,Miscellaneous,1998,504,1182.8900000000015,0.3
GA,Miscellaneous,1999,621,2310.399999999995,0.5
GA,Miscellaneous,2000,654,1965.3999999999967,0.495
GA,Miscellaneous,2001,624,3501.3900000000017,0.6
GA,Miscellaneous,2002,488,1451.3099999999997,0.5
GA,Miscellaneous,2003,377,923.2200000000006,0.28
GA,Miscellaneous,2004,512,1381.629999999998,0.49
GA,Miscellaneous,2005,470,1286.4199999999992,0.42
GA,Miscellaneous,2006,672,2974.7300099999948,0.5
GA,Miscellaneous,2007,723,195394.85999999996,0.5
GA,Miscellaneous,2008,505,1031.97,0.48
GA,Miscellaneous,2009,312,743.1900099999998,0.36
GA,Miscellaneous,2010,520,1018.5600000000009,0.49
GA,Miscellaneous,2011,729,7954.5600000000295,0.7
GA,Miscellaneous,2012,297,1941.4799999999982,0.69
GA,Miscellaneous,2013,18,60.81000000000001,1.5150000000000001
GA,Miscellaneous,2014,20,445.7600000000001,2.55
GA,Miscellaneous,2015,8,149.29999999999998,1.25
GA,Missing/Undefined,2004,2,16.1,8.05
GA,Missing/Undefined,2007,1,1778.0,1778.0
GA,Missing/Undefined,2009,1,0.1,0.1
GA,Missing/Undefined,2011,2,1200.3,600.15
GA,Missing/Undefined,2012,1,5.0,5.0
GA,Missing/Undefined,2014,3,154.1,50.0
GA,Powerline,2013,1,0.3,0.3
GA,Powerline,2014,2,2.5,1.25
GA,Railroad,1992,128,426.79,0.705
GA,Railroad,1993,153,603.6600000000001,1.05
GA,Railroad,1994,128,740.7800000000005,0.9
GA,Railroad,1995,177,326.99999999999966,0.46
GA,Railroad,1996,253,588.58,0.48
GA,Railroad,1997,163,590.2599999999998,0.61
GA,Railroad,1998,118,365.62,0.5
GA,Railroad,1999,142,1630.6999999999998,0.8
GA,Railroad,2000,369,1728.3799999999987,0.4
GA,Railroad,2001,261,2355.4499999999994,0.51
GA,Railroad,2002,172,830.3099999999997,0.44
GA,Railroad,2003,77,193.36,0.27
GA,Railroad,2004,167,547.7800000000002,0.58
GA,Railroad,2005,77,408.82,0.63
GA,Railroad,2006,113,627.39,0.7
GA,Railroad,2007,122,622.2400000000002,1.4649999999999999
GA,Railroad,2008,65,135.43999999999988,0.43
GA,Railroad,2009,53,180.45999999999995,0.71
GA,Railroad,2010,87,167.88000000000002,0.4
GA,Railroad,2011,75,240.63999999999993,0.45
GA,Railroad,2012,63,211.28,0.86
GA,Railroad,2013,21,93.14999999999999,2.1
GA,Railroad,2014,36,104.74,0.75
GA,Railroad,2015,30,115.66999999999999,1.135
GA,Smoking,1992,281,906.2699999999994,0.78
GA,Smoking,1993,388,749.3299999999995,0.42
GA,Smoking,1994,251,1002.2000000000008,0.83
GA,Smoking,1995,309,675.099999999999,0.58
GA,Smoking,1996,353,1015.1799999999998,0.77
GA,Smoking,1997,233,431.05999999999983,0.42
GA,Smoking,1998,230,528.5500000000009,0.3
GA,Smoking,1999,389,1413.0999999999983,0.7
GA,Smoking,2000,346,978.8699999999993,0.47
GA,Smoking,2001,342,1172.53,0.725
GA,Smoking,2002,208,890.4700000000004,0.6
GA,Smoking,2003,125,176.96999999999997,0.44
GA,Smoking,2004,236,565.0199999999999,0.54
GA,Smoking,2005,145,360.38000000000005,0.4
GA,Smoking,2006,192,372.62999999999965,0.425
GA,Smoking,2007,264,1013.4499799999999,0.435
GA,Smoking,2008,133,230.5599999999999,0.43
GA,Smoking,2009,82,232.92999999999998,0.575
GA,Smoking,2010,125,281.63,0.67
GA,Smoking,2011,188,395.78000000000003,0.62
GA,Smoking,2012,76,153.15000000000006,0.52
GA,Smoking,2013,30,79.49000000000001,0.42
GA,Smoking,2014,54,138.18000000000004,1.0699999999999998
GA,Smoking,2015,14,34.260000000000005,1.675
GA,Structure,2014,2,9.5,4.75
HI,Arson,1992,1,0.1,0.1
HI,Arson,2007,4,366.20000000000005,3.05
HI,Arson,2008,1,0.1,0.1
HI,Arson,2010,2,0.2,0.1
HI,Arson,2013,1,0.1,0.1
HI,Arson,2014,1,0.1,0.1
HI,Campfire,1992,23,2802.2,0.1
HI,Campfire,1993,7,0.7,0.1
HI,Campfire,1994,5,0.5,0.1
HI,Campfire,1995,4,0.4,0.1
HI,Campfire,1996,3,0.30000000000000004,0.1
HI,Campfire,1997,9,0.8999999999999999,0.1
HI,Campfire,1999,3,0.30000000000000004,0.1
HI,Campfire,2000,2,0.4,0.2
HI,Campfire,2001,3,0.30000000000000004,0.1
HI,Campfire,2003,1,70.0,70.0
HI,Campfire,2005,1,5.0,5.0
HI,Campfire,2008,1,0.1,0.1
HI,Campfire,2010,1,0.1,0.1
HI,Campfire,2011,1,0.1,0.1
HI,Campfire,2015,1,452.0,452.0
HI,Debris Burning,1992,3,0.30000000000000004,0.1
HI,Debris Burning,1995,1,5.0,5.0
HI,Debris Burning,1998,2,0.2,0.1
HI,Debris Burning,2000,1,1400.0,1400.0
HI,Debris Burning,2002,1,250.0,250.0
HI,Debris Burning,2010,1,100.0,100.0
HI,Debris Burning,2013,3,694.0,3.0
HI,Equipment Use,1997,1,0.1,0.1
HI,Equipment Use,1999,1,0.1,0.1
HI,Equipment Use,2000,1,1008.0,1008.0
HI,Equipment Use,2005,1,0.2,0.2
HI,Equipment Use,2010,1,0.1,0.1
HI,Equipment Use,2012,1,220.0,220.0
HI,Equipment Use,2015,2,3884.6,1942.3
HI,Fireworks,1998,1,100.0,100.0
HI,Fireworks,2002,1,0.1,0.1
HI,Fireworks,2011,1,0.1,0.1
HI,Lightning,1995,1,0.1,0.1
HI,Lightning,2003,1,40.0,40.0
HI,Lightning,2004,1,656.0,656.0
HI,Lightning,2009,2,900.1,450.05
HI,Lightning,2010,1,0.1,0.1
HI,Lightning,2011,1,338.0,338.0
HI,Lightning,2013,1,0.1,0.1
HI,Lightning,2014,1,0.1,0.1
HI,Miscellaneous,1992,9,7258.400000000001,0.6
HI,Miscellaneous,1993,2,947.0,473.5
HI,Miscellaneous,1994,3,78.0,37.0
HI,Miscellaneous,1995,3,602.0,181.0
HI,Miscellaneous,1996,3,310.0,5.0
HI,Miscellaneous,1997,2,51.0,25.5
HI,Miscellaneous,1998,4,37.800000000000004,3.8499999999999996
HI,Miscellaneous,2000,2,205.0,102.5
HI,Miscellaneous,2002,9,3656.4,7.0
HI,Miscellaneous,2003,7,9219.0,65.0
HI,Miscellaneous,2004,1,0.1,0.1
HI,Miscellaneous,2007,4,42.1,6.0
HI,Miscellaneous,2008,3,3350.0,400.0
HI,Miscellaneous,2010,2,610.0,305.0
HI,Miscellaneous,2011,2,2216.0,1108.0
HI,Miscellaneous,2012,6,1685.1,16.0
HI,Miscellaneous,2013,3,6.2,3.0
HI,Missing/Undefined,1992,41,1100.2999999999997,10.0
HI,Missing/Undefined,1993,3,1609.2,600.0
HI,Missing/Undefined,1995,1,420.0,420.0
HI,Missing/Undefined,1996,2,70.0,35.0
HI,Missing/Undefined,1998,19,31537.2,552.0
HI,Missing/Undefined,1999,5,15129.1,69.0
HI,Missing/Undefined,2000,7,3056.2,5.0
HI,Missing/Undefined,2001,562,2351.6499999999733,0.1
HI,Missing/Undefined,2002,564,3107.0999999999594,0.1
HI,Missing/Undefined,2003,932,14968.600000000182,0.1
HI,Missing/Undefined,2004,685,3245.2000000000044,0.1
HI,Missing/Undefined,2005,1238,45624.20000000021,0.1
HI,Missing/Undefined,2006,789,13496.150000000154,0.1
HI,Missing/Undefined,2007,956,39266.850000000064,0.1
HI,Missing/Undefined,2008,764,2778.4399999999923,0.1
HI,Missing/Undefined,2009,814,10902.300000000021,0.1
HI,Missing/Undefined,2010,975,14501.320000000165,0.1
HI,Missing/Undefined,2011,598,2375.3800000000006,0.1
HI,Missing/Undefined,2012,707,3082.6100000000483,0.1
HI,Missing/Undefined,2013,52,60.99999999999999,0.1
HI,Missing/Undefined,2015,1,500.0,500.0
HI,Railroad,2010,1,1.0,1.0
HI,Smoking,1993,2,5.1,2.55
HI,Smoking,1994,1,0.1,0.1
HI,Smoking,2001,1,0.2,0.2
HI,Smoking,2002,1,0.1,0.1
HI,Smoking,2005,2,0.2,0.1
IA,Arson,1992,3,83.0,10.0
IA,Arson,1995,2,19.4,9.7
IA,Arson,1996,2,63.0,31.5
IA,Arson,1999,1,24.0,24.0
IA,Arson,2000,4,6.5,2.0
IA,Arson,2001,1,60.0,60.0
IA,Arson,2002,7,30.800000000000004,0.5
IA,Arson,2003,4,632.6,1.25
IA,Arson,2004,3,3.3,1.0
IA,Arson,2005,2,1292.0,646.0
IA,Arson,2006,8,36.6,1.0
IA,Arson,2007,1,0.2,0.2
IA,Arson,2008,6,45.5,4.5
IA,Arson,2009,5,13.0,2.0
IA,Arson,2010,3,5.1,1.0
IA,Arson,2011,3,375.0,115.0
IA,Arson,2012,13,134.75,3.0
IA,Arson,2013,3,8.6,2.5
IA,Arson,2014,13,234.4,5.0
IA,Arson,2015,28,555.7,6.0
IA,Campfire,2001,3,12.0,4.0
IA,Campfire,2002,5,2.7,0.2
IA,Campfire,2003,5,1204.5,1.0
IA,Campfire,2004,7,15.2,2.0
IA,Campfire,2005,3,10.5,2.0
IA,Campfire,2007,1,0.1,0.1
IA,Campfire,2009,1,6.0,6.0
IA,Campfire,2010,1,12.0,12.0
IA,Campfire,2012,5,13.0,1.0
IA,Campfire,2013,2,2.1,1.05
IA,Campfire,2015,2,5.05,2.525
IA,Children,2004,1,0.2,0.2
IA,Children,2006,1,0.2,0.2
IA,Children,2009,2,10.0,5.0
IA,Children,2012,6,20.5,1.5
IA,Children,2013,2,1.5,0.75
IA,Children,2014,6,14.2,2.15
IA,Children,2015,2,2.9,1.45
IA,Debris Burning,1994,3,57.4,10.0
IA,Debris Burning,1995,1,5.0,5.0
IA,Debris Burning,1996,11,650.6,5.0
IA,Debris Burning,1997,2,11.5,5.75
IA,Debris Burning,1999,2,71.4,35.7
IA,Debris Burning,2000,2,13.0,6.5
IA,Debris Burning,2001,4,2.7,0.3
IA,Debris Burning,2002,10,17.900000000000002,1.5
IA,Debris Burning,2003,3,2.8,0.5
IA,Debris Burning,2004,10,571.4000000000001,3.6
IA,Debris Burning,2005,3,801.5,1.0
IA,Debris Burning,2006,1,0.5,0.5
IA,Debris Burning,2007,4,54.2,1.8
IA,Debris Burning,2008,2,5.0,2.5
IA,Debris Burning,2009,16,118.0,3.0
IA,Debris Burning,2011,9,233.8,1.0
IA,Debris Burning,2012,212,2168.7149999999992,2.0
IA,Debris Burning,2013,160,2035.0099999999998,3.0
IA,Debris Burning,2014,363,7239.525000000001,4.0
IA,Debris Burning,2015,353,9941.545,5.0
IA,Equipment Use,1999,1,0.1,0.1
IA,Equipment Use,2001,1,10.0,10.0
IA,Equipment Use,2002,3,0.9,0.3
IA,Equipment Use,2003,3,3.4,0.3
IA,Equipment Use,2004,3,46.1,1.0
IA,Equipment Use,2005,1,200.0,200.0
IA,Equipment Use,2012,60,427.94500000000005,3.0
IA,Equipment Use,2013,20,56.75,2.0
IA,Equipment Use,2014,31,387.71,1.5
IA,Equipment Use,2015,49,1385.803,3.0
IA,Fireworks,1996,1,5.0,5.0
IA,Lightning,2004,1,59.1,59.1
IA,Lightning,2012,6,102.5,0.5
IA,Lightning,2013,3,0.03,0.01
IA,Lightning,2014,3,120.01,20.0
IA,Lightning,2015,3,1.1,0.5
IA,Miscellaneous,1992,2,2.3,1.15
IA,Miscellaneous,1993,6,30.700000000000003,2.75
IA,Miscellaneous,1994,2,48.0,24.0
IA,Miscellaneous,1995,3,33.0,2.0
IA,Miscellaneous,1996,14,307.8,5.75
IA,Miscellaneous,1997,8,81.5,2.0
IA,Miscellaneous,1998,3,70.0,10.0
IA,Miscellaneous,1999,13,319.0,4.0
IA,Miscellaneous,2000,12,1715.0,44.0
IA,Miscellaneous,2001,1,0.3,0.3
IA,Miscellaneous,2002,24,212.5999999999999,1.0
IA,Miscellaneous,2003,35,1489.7,4.0
IA,Miscellaneous,2004,22,414.5,5.5
IA,Miscellaneous,2005,25,4198.1,1.0
IA,Miscellaneous,2006,7,678.0,30.0
IA,Miscellaneous,2007,2,48.3,24.15
IA,Miscellaneous,2009,1,6.0,6.0
IA,Miscellaneous,2010,1,103.0,103.0
IA,Miscellaneous,2011,2,834.0,417.0
IA,Miscellaneous,2012,106,725.501,1.5
IA,Miscellaneous,2013,34,131.47000000000003,1.25
IA,Miscellaneous,2014,98,2102.3799999999997,2.0
