state,year,fires,acres,median_size
TN,1999,3454,42251.399999999434,2.0
TN,2000,2674,75996.20000000036,2.0
TN,2001,2521,62141.09999999959,2.0
TN,2002,1485,13353.70000000005,2.0
TN,2003,31,1612.2,12.0
TN,2004,69,2466.75,5.0
TN,2005,2041,24852.999999999854,2.0
TN,2006,2183,32782.79999999977,2.0
TN,2007,3393,54314.829999999565,2.0
TN,2008,1429,22647.470009999957,2.0
TN,2009,1477,18139.070000000072,2.0
TN,2010,1904,22093.450000000037,2.0
TN,2011,1195,14787.000000000053,2.0
TN,2012,1203,21728.190000000035,1.8
TN,2013,638,10057.210000000012,2.4
TN,2014,1260,17872.770000000008,3.5
TN,2015,612,8524.960000000006,3.0
TX,1992,1168,33610.3,4.0
TX,1993,1457,116873.7,5.0
TX,1994,907,70917.49999999997,4.0
TX,1995,1648,56371.1,4.0
TX,1996,2843,216223.0,5.0
TX,1997,770,46780.899999999994,4.0
TX,1998,2026,136551.40000000002,3.0
TX,1999,1775,60028.200000000004,3.0
TX,2000,2627,181686.8,4.0
TX,2001,771,92226.20000000001,3.0
TX,2002,1229,43793.60000000003,4.0
TX,2003,1147,54367.15000000002,3.0
TX,2004,1040,34553.40000000002,3.0
TX,2005,6901,288851.34999999986,3.0
TX,2006,15022,1852752.9999899971,2.0
TX,2007,5477,135033.55000000042,2.0
TX,2008,18067,1483416.1199900184,2.0
TX,2009,14142,557794.4799999831,1.0
TX,2010,9351,238202.0300000032,1.0
TX,2011,19453,3498724.9500000314,1.0
TX,2012,7623,163114.90000000293,1.0
TX,2013,9735,71739.92000000004,1.0
TX,2014,8538,143843.0300000039,1.0
TX,2015,8304,208761.73000000685,1.0
UT,1992,1092,37531.90999999994,0.1
UT,1993,710,19887.469999999958,0.1
UT,1994,1663,213555.10000000216,0.2
UT,1995,1151,199115.6400000014,0.1
UT,1996,1666,511165.7899999963,0.25
UT,1997,862,32525.209999999828,0.1
UT,1998,873,96563.07000000066,0.2
UT,1999,1282,148497.92000000118,0.25
UT,2000,1857,227487.25000000172,0.1
UT,2001,1775,124088.14999999966,0.1
UT,2002,1143,239124.41000000274,0.1
UT,2003,1422,122967.76000000096,0.1
UT,2004,1519,85485.44000000243,0.1
UT,2005,1362,252095.79000000315,0.1
UT,2006,1926,346008.8609999953,0.25
UT,2007,1548,645219.2500099888,0.1
UT,2008,1062,34116.73999999967,0.1
UT,2009,1157,114485.48200000304,0.1
UT,2010,1056,62650.779999999206,0.1
UT,2011,1095,62043.62999999977,0.1
UT,2012,1592,432902.2849999961,0.1
UT,2013,1249,70397.45000000104,0.1
UT,2014,1058,27185.370999999635,0.1
UT,2015,605,9825.600000000099,0.1
VA,1992,43,434.60000000000025,1.0
VA,1993,54,564.0000000000003,0.5
VA,1994,78,1205.4999999999998,1.65
VA,1995,1550,15136.750000000227,1.0
VA,1996,824,3259.499999999985,1.0
VA,1997,1133,5199.299999999981,1.0
VA,1998,1168,9279.100000000082,1.0
VA,1999,1583,19266.200000000157,1.0
VA,2000,988,32191.799999999774,1.0
VA,2001,2101,20906.09999999984,1.0
VA,2002,1572,19874.899999999918,1.0
VA,2003,344,5577.700000000006,1.0
VA,2004,301,3231.599999999994,1.0
VA,2005,786,5424.549990000012,1.0
VA,2006,1268,23966.960000000076,1.0
VA,2007,1446,15894.490000000163,1.0
VA,2008,1287,42793.049999999654,1.0
VA,2009,784,8032.24000000001,1.0
VA,2010,1026,11554.630000000048,1.0
VA,2011,813,25008.879999999917,1.0
VA,2012,685,48077.77999999977,1.0
VA,2013,581,5871.550000000006,1.0
VA,2014,821,12566.540000000019,1.0
VA,2015,597,6328.099999999998,1.0
VT,1992,1,270.0,270.0
VT,1993,1,3.0,3.0
VT,1994,6,25.3,3.0
VT,1995,2,1.2,0.6
VT,1997,2,3.0,1.5
VT,1998,2,14.0,7.0
VT,1999,3,10.5,4.5
VT,2002,6,4.8,0.3
VT,2003,9,8.2,1.0
VT,2004,16,15.7,0.5
VT,2005,26,23.200000000000003,0.5
VT,2006,4,5.949999999999999,0.45
VT,2007,5,10.75,0.1
VT,2008,5,18.7,0.5
VT,2009,1,0.5,0.5
VT,2010,2,0.35,0.175
VT,2012,97,356.4880000000003,0.5
VT,2013,126,275.308,1.0
VT,2014,55,163.111,1.0
VT,2015,87,346.42900000000003,0.75
WA,1992,1774,89681.05000000281,0.1
WA,1993,986,22628.999999999633,0.1
WA,1994,2022,271438.09999999346,0.2
WA,1995,1213,6727.8000000000575,0.2
WA,1996,1091,148134.1000000015,0.2
WA,1997,999,27563.099999999526,0.1
WA,1998,1477,111620.70000000192,0.1
WA,1999,1475,26175.169999999544,0.2
WA,2000,1226,285252.5999999962,0.2
WA,2001,1158,223780.10000000242,0.2
WA,2002,1418,91469.26999999957,0.2
WA,2003,1433,199540.6100000032,0.2
WA,2004,1591,93797.80000000181,0.1
WA,2005,1089,138874.15000000154,0.2
WA,2006,1577,398481.10999998765,0.2
WA,2007,1304,264591.02000000316,0.2
WA,2008,1490,117879.42000000108,0.1
WA,2009,2000,87063.29000000101,0.1
WA,2010,1048,93046.29999999932,0.1
WA,2011,1028,38613.24999999993,0.1
WA,2012,1428,280766.41000000376,0.2
WA,2013,1378,153546.66000000262,0.1
WA,2014,1567,449900.91999999544,0.1
WA,2015,1741,1161646.3800000339,0.2
WI,1992,1287,2520.609999999994,0.2
WI,1993,884,1445.219999999995,0.2
WI,1994,1973,5242.020000000047,0.25
WI,1995,1640,2316.9299999999903,0.2
WI,1996,1463,2927.97,0.25
WI,1997,1675,2621.6000000000104,0.2
WI,1998,1611,4095.520000000023,0.2
WI,1999,1604,5353.080000000067,0.2
WI,2000,1578,7014.370000000077,0.2
WI,2001,993,1364.5499999999938,0.1
WI,2002,949,2600.5600000000068,0.2
WI,2003,2253,9084.54200000018,0.2
WI,2004,1161,2354.912000000005,0.2
WI,2005,1565,6513.318000000079,0.18
WI,2006,1658,3074.5160000000433,0.1
WI,2007,1487,4452.043010000061,0.12
WI,2008,813,901.6319999999996,0.1
WI,2009,1578,4144.7244470000305,0.19
WI,2010,1312,2531.3455999999896,0.15
WI,2011,735,635.7569999999997,0.1
WI,2012,1380,2796.7999999999543,0.2
WI,2013,692,9138.070000000112,0.1
WI,2014,605,2823.736000000003,0.2
WI,2015,965,2721.439999999989,0.2
WV,1992,701,7514.4000000000215,2.0
WV,1993,847,9434.00000000002,1.0
WV,1994,1010,50906.79999999999,2.0
WV,1995,1241,41583.5999999999,1.0
WV,1996,651,5858.5000000000055,1.0
WV,1997,719,7534.950000000015,1.0
WV,1998,1006,20567.31,1.0
WV,1999,1949,103301.45000000019,1.0
WV,2000,1106,50401.29999999994,1.5
WV,2001,1789,95542.60000000028,1.0
WV,2002,1000,10802.40000000004,1.0
WV,2003,641,8380.350000000024,0.8
WV,2004,618,6097.300000000015,1.0
WV,2005,762,15436.50000000003,0.75
WV,2006,1026,16152.400000000056,1.0
WV,2007,836,7519.690000000015,1.0
WV,2008,886,14352.450000000059,1.0
WV,2009,984,16630.00000000007,1.0
WV,2010,796,25454.159999999923,2.0
WV,2011,489,5811.460000000002,1.0
WV,2012,694,16745.520000000026,1.0
WV,2013,580,9714.030000000028,0.9
WV,2014,951,13638.510000000038,1.0
WV,2015,685,17251.37000000005,1.0
WY,1992,746,22241.800000000014,0.25
WY,1993,269,5323.450000000006,0.25
WY,1994,919,64564.1999999999,0.5
WY,1995,530,12563.75000000001,0.5
WY,1996,1032,270174.35000000027,1.0
WY,1997,195,8315.600000000013,0.2
WY,1998,198,4649.600000000001,0.2
WY,1999,305,39686.19999999996,0.5
WY,2000,571,367712.2999999987,0.9
WY,2001,672,66990.99999999994,0.3
WY,2002,670,133557.50000000084,0.3
WY,2003,717,91933.10000000033,0.2
WY,2004,409,19246.16999999995,0.25
WY,2005,521,26182.999999999924,0.25
WY,2006,769,245299.1100000011,0.5
WY,2007,595,94156.90000000088,0.3
WY,2008,449,102269.1100000008,0.35
WY,2009,474,23649.13999999998,0.2
WY,2010,631,86949.44919999994,0.4
WY,2011,640,134830.58000000042,1.0
WY,2012,1046,482305.4599999959,1.0
WY,2013,581,54321.79999999965,0.3
WY,2014,595,7725.890000000056,1.0
WY,2015,632,36821.224999999795,1.0
